setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
3.47, 3.36, 6.24, 32.28, 2.50
3.47, 3.38, 6.45, 24.21, 2.50
3.47, 3.40, 6.59, 21.52, 2.49
3.47, 3.42, 6.74, 32.28, 2.52
3.47, 3.43, 6.83, -306.66, 2.50
3.47, 3.45, 6.95, -852.73, 2.49
3.47, 3.47, 7.00, -1105.59, 2.51
3.47, 3.47, 7.05, -1135.18, 2.49
3.47, 3.48, 7.05, -984.54, 2.51
3.47, 3.48, 6.95, -712.85, 2.49
3.47, 3.48, 6.86, -435.78, 2.50
3.47, 3.48, 6.62, -263.62, 2.50
3.47, 3.47, 6.43, -61.87, 2.50
3.08, 3.47, 6.04, 61.87, 2.50
3.08, 3.47, 5.76, -1296.58, 2.50
3.08, 3.46, 5.25, -1237.40, 2.51
3.08, 3.45, 4.87, -833.90, 2.52
3.08, 3.43, 4.22, -554.14, 2.49
3.08, 3.42, 3.74, -365.84, 2.50
3.08, 3.40, 2.95, -260.93, 2.52
3.08, 3.38, 2.40, -180.23, 2.49
3.08, 3.36, 1.53, -126.43, 2.48
3.08, 3.34, 0.98, -96.84, 2.56
3.08, 3.32, 0.14, -86.08, 2.43
3.08, 3.31, -0.36, -67.25, 2.53
3.08, 3.28, -1.15, -48.42, 2.47
3.08, 3.27, -1.68, -53.80, 2.56
3.08, 3.25, -2.42, -48.42, 2.44
3.08, 3.23, -2.90, -37.66, 2.51
3.08, 3.21, -3.55, -40.35, 2.49
3.08, 3.19, -3.96, -51.11, 2.51
3.08, 3.17, -4.51, -34.97, 2.50
3.08, 3.15, -4.99, -45.73, 2.59
3.32, 3.13, -5.25, -45.73, 2.44
3.32, 3.12, -5.52, 2899.82, 2.48
3.32, 3.11, -5.83, 2746.49, 2.49
3.32, 3.12, -5.95, 1826.51, 2.53
3.32, 3.13, -6.02, 1164.77, 2.46
3.32, 3.14, -5.95, 747.82, 2.55
3.32, 3.16, -5.71, 484.20, 2.46
3.32, 3.17, -5.44, 312.04, 2.50
3.32, 3.19, -4.94, 212.51, 2.46
3.32, 3.21, -4.51, 153.33, 2.54
3.32, 3.23, -3.79, 115.67, 2.50
3.32, 3.24, -3.24, 75.32, 2.51
3.32, 3.26, -2.33, 61.87, 2.51
3.32, 3.28, -1.68, -88.77, 2.49
3.32, 3.30, -0.65, -675.19, 2.49
3.32, 3.31, 0.02, -1032.96, 2.51
3.32, 3.32, 1.01, -1164.77, 2.48
3.32, 3.33, 1.61, -1073.31, 2.51
3.32, 3.33, 2.35, -850.04, 2.50
3.32, 3.33, 2.76, -551.45, 2.51
2.64, 3.33, 3.19, -306.66, 2.49
2.64, 3.33, 3.38, -1361.14, 2.50
2.64, 3.32, 3.53, -1223.95, 2.50
2.64, 3.31, 3.50, -828.52, 2.49
2.64, 3.29, 3.33, -546.07, 2.50
2.64, 3.27, 3.12, -355.08, 2.51
2.64, 3.26, 2.66, -242.10, 2.51
2.64, 3.24, 2.28, -172.16, 2.48
2.64, 3.22, 1.61, -137.19, 2.49
2.64, 3.20, 1.10, -99.53, 2.50
2.64, 3.18, 0.31, -72.63, 2.50
2.64, 3.16, -0.19, -69.94, 2.50
2.64, 3.14, -1.01, -59.18, 2.50
2.64, 3.12, -1.53, -45.73, 2.55
2.64, 3.11, -2.30, -43.04, 2.44
2.64, 3.09, -2.81, -48.42, 2.54
2.64, 3.07, -3.50, -37.66, 2.46
2.64, 3.05, -3.91, -37.66, 2.50
2.64, 3.03, -4.46, -45.73, 2.50
2.64, 3.01, -4.80, -37.66, 2.50
3.06, 2.99, -5.25, -34.97, 2.50
3.06, 2.97, -5.52, 2897.13, 2.50
3.06, 2.97, -5.83, 2832.57, 2.51
3.06, 2.98, -5.95, 1848.03, 2.48
3.06, 2.99, -6.02, 1170.15, 2.49
3.06, 3.00, -5.95, 745.13, 2.50
3.06, 3.02, -5.71, 336.25, 2.50
3.06, 3.03, -5.47, -290.52, 2.50
3.06, 3.04, -4.96, -737.06, 2.53
3.06, 3.05, -4.56, -936.12, 2.53
3.06, 3.06, -3.88, -949.57, 2.44
3.06, 3.06, -3.41, -790.86, 2.51
3.06, 3.06, -2.66, -578.35, 2.50
3.06, 3.06, -2.18, -363.15, 2.54
3.06, 3.06, -1.44, -185.61, 2.50
3.06, 3.06, -0.98, -16.14, 2.48
3.06, 3.06, -0.38, 56.49, 2.50
3.06, 3.06, -0.07, 107.60, 2.47
3.06, 3.06, 0.26, 129.12, 2.50
3.06, 3.05, 0.43, 75.32, 2.55
2.61, 3.05, 0.55, 102.22, 2.45
2.61, 3.05, 0.58, -1447.22, 2.50
2.61, 3.04, 0.53, -1393.42, 2.50
2.61, 3.03, 0.43, -936.12, 2.51
2.61, 3.02, 0.22, -616.01, 2.51
2.61, 3.00, 0.05, -411.57, 2.51
2.61, 2.98, -0.26, -287.83, 2.51
2.61, 2.97, -0.48, -193.68, 2.48
2.61, 2.95, -0.89, -134.50, 2.49
2.61, 2.93, -1.15, -104.91, 2.49
2.61, 2.91, -1.61, -94.15, 2.50
2.61, 2.89, -1.92, -64.56, 2.51
2.61, 2.87, -2.42, -56.49, 2.49
2.61, 2.85, -2.78, -56.49, 2.51
2.61, 2.83, -3.33, -51.11, 2.50
2.61, 2.81, -3.72, -40.35, 2.50
2.61, 2.79, -4.24, -48.42, 2.49
2.61, 2.77, -4.58, -45.73, 2.54
2.61, 2.76, -5.04, -34.97, 2.46
2.61, 2.74, -5.30, -37.66, 2.60
2.94, 2.72, -5.68, -45.73, 2.40
2.94, 2.70, -5.90, 2902.51, 2.50
2.94, 2.70, -6.14, 2722.28, 2.51
2.94, 2.70, -6.24, 1791.54, 2.48
2.94, 2.71, -6.26, 1151.32, 2.50
2.94, 2.73, -6.16, 742.44, 2.50
2.94, 2.74, -5.90, 481.51, 2.50
2.94, 2.76, -5.61, 314.73, 2.49
2.94, 2.77, -5.08, 207.13, 2.51
2.94, 2.79, -4.63, 147.95, 2.55
2.94, 2.81, -3.88, 112.98, 2.44
2.94, 2.83, -3.31, 78.01, 2.50
2.94, 2.85, -2.37, 59.18, 2.50
2.94, 2.87, -1.73, 53.80, 2.51
2.94, 2.89, -0.67, 40.35, 2.49
2.94, 2.91, 0.02, -236.72, 2.50
2.94, 2.93, 1.06, -804.31, 2.50
2.94, 2.94, 1.70, -1124.42, 2.50
2.94, 2.95, 2.54, -1159.39, 2.56
2.94, 2.95, 3.02, -1019.51, 2.48
3.19, 2.95, 3.60, -753.20, 2.46
3.19, 2.96, 3.86, 1336.93, 2.52
3.19, 2.96, 4.15, 1369.21, 2.49
3.19, 2.97, 4.27, 930.74, 2.53
3.19, 2.99, 4.36, 605.25, 2.48
3.19, 3.01, 4.41, 403.50, 2.50
3.19, 3.02, 4.46, 263.62, 2.48
3.19, 3.04, 4.48, 172.16, 2.54
3.19, 3.06, 4.51, 129.12, 2.42
3.19, 3.08, 4.51, 96.84, 2.55
3.19, 3.10, 4.53, 69.94, 2.50
3.19, 3.12, 4.58, 51.11, 2.50
3.19, 3.13, 4.68, 48.42, 2.51
3.19, 3.15, 4.77, -234.03, 2.49
3.19, 3.17, 4.99, -815.07, 2.49
3.19, 3.18, 5.16, -1108.28, 2.50
3.19, 3.19, 5.40, -1154.01, 2.49
3.19, 3.20, 5.54, -1022.20, 2.50
3.19, 3.20, 5.66, -755.89, 2.50
3.19, 3.20, 5.68, -505.72, 2.50
2.67, 3.20, 5.64, -250.17, 2.50
2.67, 3.19, 5.54, -1331.55, 2.50
2.67, 3.18, 5.30, -1213.19, 2.50
2.67, 3.17, 5.06, -820.45, 2.50
2.67, 3.16, 4.60, -540.69, 2.51
2.67, 3.14, 4.22, -355.08, 2.49
2.67, 3.12, 3.55, -242.10, 2.50
2.67, 3.10, 3.05, -180.23, 2.52
2.67, 3.09, 2.21, -134.50, 2.50
2.67, 3.07, 1.63, -91.46, 2.50
2.67, 3.05, 0.74, -75.32, 2.48
2.67, 3.03, 0.14, -75.32, 2.50
2.67, 3.01, -0.70, -56.49, 2.50
2.67, 2.99, -1.27, -48.42, 2.51
2.67, 2.97, -2.11, -53.80, 2.50
2.67, 2.95, -2.61, -48.42, 2.50
2.67, 2.93, -3.36, -37.66, 2.50
2.67, 2.91, -3.79, -40.35, 2.50
2.67, 2.89, -4.36, -45.73, 2.49
2.67, 2.87, -4.72, -34.97, 2.50
3.27, 2.86, -5.18, -34.97, 2.50
3.27, 2.84, -5.47, 2880.99, 2.51
3.27, 2.84, -5.78, 2741.11, 2.49
3.27, 2.84, -5.92, 1858.79, 2.53
3.27, 2.85, -6.00, 1178.22, 2.50
3.27, 2.86, -5.95, 753.20, 2.48
3.27, 2.88, -5.71, 489.58, 2.54
3.27, 2.89, -5.47, 322.80, 2.48
3.27, 2.91, -4.94, 223.27, 2.46
3.27, 2.93, -4.53, 161.40, 2.50
3.27, 2.95, -3.79, 107.60, 2.50
3.27, 2.97, -3.24, 78.01, 2.50
3.27, 2.99, -2.33, 67.25, 2.52
3.27, 3.01, -1.68, 53.80, 2.54
3.27, 3.03, -0.65, 34.97, 2.44
3.27, 3.05, 0.05, 40.35, 2.56
3.27, 3.06, 1.08, 43.04, 2.43
3.27, 3.08, 1.73, 26.90, 2.52
3.27, 3.10, 2.61, 29.59, 2.48
3.27, 3.12, 3.14, 34.97, 2.50
3.37, 3.14, 3.84, 26.90, 2.50
3.37, 3.16, 4.24, 21.52, 2.52
3.37, 3.18, 4.77, 34.97, 2.48
3.37, 3.20, 5.08, 26.90, 2.50
3.37, 3.22, 5.49, 18.83, 2.50
3.37, 3.24, 5.73, 26.90, 2.50
3.37, 3.26, 6.04, 29.59, 2.50
3.37, 3.28, 6.21, 21.52, 2.51
3.37, 3.29, 6.43, 26.90, 2.49
3.37, 3.31, 6.57, 34.97, 2.49
3.37, 3.33, 6.74, -287.83, 2.50
3.37, 3.35, 6.83, -815.07, 2.50
3.37, 3.36, 6.93, -1119.04, 2.50
3.37, 3.37, 6.98, -1156.70, 2.51
3.37, 3.38, 6.98, -992.61, 2.50
3.37, 3.38, 6.93, -704.78, 2.50
3.37, 3.38, 6.79, -470.75, 2.51
3.37, 3.38, 6.64, -269.00, 2.50
3.37, 3.37, 6.33, -56.49, 2.50
3.37, 3.37, 6.09, 24.21, 2.51
2.90, 3.37, 5.66, 131.81, 2.50
2.90, 3.37, 5.35, -1342.31, 2.51
2.90, 3.36, 4.82, -1258.92, 2.49
2.90, 3.34, 4.41, -855.42, 2.52
2.90, 3.33, 3.74, -564.90, 2.49
2.90, 3.32, 3.26, -368.53, 2.51
2.90, 3.30, 2.49, -255.55, 2.46
2.90, 3.28, 1.97, -188.30, 2.49
2.90, 3.26, 1.15, -137.19, 2.51
2.90, 3.24, 0.62, -96.84, 2.53
2.90, 3.22, -0.12, -78.01, 2.46
2.90, 3.21, -0.62, -72.63, 2.50
2.90, 3.18, -1.37, -51.11, 2.50
2.90, 3.17, -1.85, -45.73, 2.51
2.90, 3.15, -2.54, -53.80, 2.49
2.90, 3.13, -3.00, -43.04, 2.54
2.90, 3.11, -3.65, -34.97, 2.45
2.90, 3.09, -4.05, -45.73, 2.53
2.90, 3.07, -4.58, -43.04, 2.52
2.90, 3.05, -4.89, -32.28, 2.51
2.43, 3.03, -5.32, -40.35, 2.50
2.43, 3.01, -5.56, -43.04, 2.48
2.43, 2.99, -5.90, -32.28, 2.47
2.43, 2.97, -6.09, -37.66, 2.53
2.43, 2.95, -6.33, -45.73, 2.47
2.43, 2.94, -6.47, -34.97, 2.50
2.43, 2.92, -6.67, -32.28, 2.50
2.43, 2.89, -6.79, -43.04, 2.52
2.43, 2.88, -6.93, -37.66, 2.50
2.43, 2.86, -7.00, -34.97, 2.48
2.43, 2.84, -7.12, -40.35, 2.49
2.43, 2.82, -7.17, -40.35, 2.50
2.43, 2.80, -7.27, -29.59, 2.50
2.43, 2.78, -7.29, -40.35, 2.53
2.43, 2.76, -7.36, -40.35, 2.49
2.43, 2.74, -7.39, -32.28, 2.50
2.43, 2.72, -7.43, -34.97, 2.50
2.43, 2.70, -7.46, -43.04, 2.50
2.43, 2.68, -7.51, -32.28, 2.50
2.43, 2.66, -7.53, -34.97, 2.50
2.81, 2.64, -7.55, -43.04, 2.50
2.81, 2.63, -7.55, 2907.89, 2.50
2.81, 2.63, -7.55, 2741.11, 2.49
2.81, 2.63, -7.48, 1813.06, 2.51
2.81, 2.64, -7.31, 1162.08, 2.48
2.81, 2.65, -7.10, 745.13, 2.52
2.81, 2.67, -6.67, 484.20, 2.48
2.81, 2.68, -6.31, 312.04, 2.50
2.81, 2.70, -5.66, 209.82, 2.51
2.81, 2.72, -5.16, 153.33, 2.55
2.81, 2.74, -4.32, 112.98, 2.44
2.81, 2.76, -3.72, 75.32, 2.50
2.81, 2.78, -2.71, -215.20, 2.49
2.81, 2.79, -2.01, -801.62, 2.50
2.81, 2.81, -0.94, -1108.28, 2.49
2.81, 2.82, -0.22, -1143.25, 2.51
2.81, 2.82, 0.74, -1006.06, 2.50
2.81, 2.82, 1.32, -750.51, 2.55
2.81, 2.82, 2.01, -492.27, 2.44
2.81, 2.82, 2.37, -274.38, 2.54
3.31, 2.82, 2.76, -45.73, 2.46
3.31, 2.82, 2.90, 1651.66, 2.52
3.31, 2.82, 3.02, 1535.99, 2.48
3.31, 2.83, 3.02, 1008.75, 2.54
3.31, 2.85, 3.00, 653.67, 2.46
3.31, 2.86, 2.97, 430.40, 2.53
3.31, 2.88, 2.93, 285.14, 2.47
3.31, 2.90, 2.88, 204.44, 2.50
3.31, 2.92, 2.88, 142.57, 2.50
3.31, 2.94, 2.90, 91.46, 2.60
3.31, 2.96, 3.00, 72.63, 2.51
3.31, 2.97, 3.12, 64.56, 2.47
3.31, 2.99, 3.38, 48.42, 2.41
3.31, 3.01, 3.60, 37.66, 2.56
3.31, 3.03, 3.98, 40.35, 2.47
3.31, 3.05, 4.27, 34.97, 2.50
3.31, 3.07, 4.70, 26.90, 2.50
3.31, 3.09, 4.96, 29.59, 2.51
3.31, 3.11, 5.37, 32.28, 2.50
3.31, 3.13, 5.59, 21.52, 2.47
2.62, 3.15, 5.90, 26.90, 2.50
2.62, 3.16, 6.09, -2867.54, 2.51
2.62, 3.17, 6.31, -2762.63, 2.51
2.62, 3.16, 6.38, -1880.31, 2.49
2.62, 3.15, 6.38, -1197.05, 2.48
2.62, 3.14, 6.28, -777.41, 2.51
2.62, 3.12, 6.00, -511.10, 2.51
2.62, 3.11, 5.71, -341.63, 2.50
2.62, 3.09, 5.16, -236.72, 2.49
2.62, 3.07, 4.70, -174.85, 2.50
2.62, 3.06, 3.93, -121.05, 2.50
2.62, 3.04, 3.38, -88.77, 2.50
2.62, 3.02, 2.45, -78.01, 2.50
2.62, 3.00, 1.77, -64.56, 2.51
2.62, 2.98, 0.72, -48.42, 2.49
2.62, 2.96, 0.00, -48.42, 2.50
2.62, 2.94, -1.01, -51.11, 2.50
2.62, 2.92, -1.65, -37.66, 2.50
2.62, 2.90, -2.54, -37.66, 2.49
2.62, 2.88, -3.09, -48.42, 2.54
3.50, 2.86, -3.79, -34.97, 2.46
3.50, 2.85, -4.22, 2875.61, 2.50
3.50, 2.84, -4.75, 2730.35, 2.50
3.50, 2.85, -5.01, 1818.44, 2.49
3.50, 2.86, -5.23, 1183.60, 2.50
3.50, 2.87, -5.25, 761.27, 2.50
3.50, 2.89, -5.13, 500.34, 2.55
3.50, 2.90, -4.94, 330.87, 2.45
3.50, 2.92, -4.53, 220.58, 2.50
3.50, 2.94, -4.15, 145.26, 2.50
3.50, 2.96, -3.48, 110.29, 2.50
3.50, 2.97, -2.95, 88.77, 2.50
3.50, 3.00, -2.11, 64.56, 2.50
3.50, 3.01, -1.46, 45.73, 2.51
3.50, 3.03, -0.46, 45.73, 2.48
3.50, 3.05, 0.19, 40.35, 2.54
3.50, 3.07, 1.20, 29.59, 2.50
3.50, 3.09, 1.82, 32.28, 2.52
3.50, 3.11, 2.69, 34.97, 2.48
3.50, 3.13, 3.21, 21.52, 2.50
3.54, 3.15, 3.91, 29.59, 2.45
3.54, 3.17, 4.29, 32.28, 2.51
3.54, 3.18, 4.84, 24.21, 2.49
3.54, 3.21, 5.13, 21.52, 2.50
3.54, 3.22, 5.54, 32.28, 2.51
3.54, 3.24, 5.78, 26.90, 2.55
3.54, 3.26, 6.09, 18.83, 2.45
3.54, 3.28, 6.26, 29.59, 2.50
3.54, 3.30, 6.47, 24.21, 2.50
3.54, 3.32, 6.59, 21.52, 2.50
3.54, 3.34, 6.76, 26.90, 2.50
3.54, 3.36, 6.86, 32.28, 2.50
3.54, 3.38, 6.98, 18.83, 2.50
3.54, 3.40, 7.05, 26.90, 2.50
3.54, 3.42, 7.12, 32.28, 2.50
3.54, 3.44, 7.17, 21.52, 2.50
3.54, 3.46, 7.24, 24.21, 2.50
3.54, 3.48, 7.29, 29.59, 2.51
3.54, 3.49, 7.34, -10.76, 2.50
3.54, 3.51, 7.36, -484.20, 2.50
3.15, 3.53, 7.39, -941.50, 2.49
3.15, 3.54, 7.39, -2660.41, 2.55
3.15, 3.54, 7.36, -2329.54, 2.45
3.15, 3.53, 7.27, -1533.30, 2.50
3.15, 3.52, 7.03, -984.54, 2.50
3.15, 3.51, 6.79, -642.91, 2.50
3.15, 3.49, 6.31, -425.02, 2.50
3.15, 3.47, 5.92, -295.90, 2.50
3.15, 3.46, 5.23, -209.82, 2.50
3.15, 3.44, 4.70, -145.26, 2.50
3.15, 3.42, 3.84, -104.91, 2.50
3.15, 3.40, 3.19, -88.77, 2.50
3.15, 3.38, 2.18, -69.94, 2.51
3.15, 3.36, 1.49, -51.11, 2.50
3.15, 3.34, 0.41, -51.11, 2.49
3.15, 3.32, -0.29, -53.80, 2.52
3.15, 3.30, -1.29, -37.66, 2.52
3.15, 3.28, -1.92, -37.66, 2.47
3.15, 3.26, -2.78, -45.73, 2.49
3.15, 3.24, -3.29, -34.97, 2.54
3.50, 3.23, -3.96, -34.97, 2.46
3.50, 3.21, -4.34, 2889.06, 2.50
3.50, 3.21, -4.84, 2754.56, 2.50
3.50, 3.21, -5.08, 1856.10, 2.49
3.50, 3.22, -5.28, 1178.22, 2.51
3.50, 3.23, -5.28, 753.20, 2.54
3.50, 3.25, -5.16, 486.89, 2.62
3.50, 3.27, -4.84, 306.66, 2.55
3.50, 3.28, -4.53, 225.96, 2.28
3.50, 3.30, -4.17, 153.33, 2.50
3.50, 3.32, -3.50, 99.53, 2.52
3.50, 3.34, -3.00, 80.70, 2.50
3.50, 3.36, -2.13, 69.94, 2.50
3.50, 3.38, -1.51, 48.42, 2.51
3.50, 3.40, -0.50, 37.66, 2.49
3.50, 3.42, 0.14, 43.04, 2.47
3.50, 3.43, 1.15, 32.28, 2.50
3.50, 3.45, 1.77, -94.15, 2.50
3.50, 3.47, 2.64, -642.91, 2.50
3.50, 3.49, 3.14, -1030.27, 2.52
2.68, 3.50, 3.81, -1156.70, 2.48
2.68, 3.50, 4.17, -2364.51, 2.50
2.68, 3.50, 4.56, -1955.63, 2.51
2.68, 3.49, 4.72, -1266.99, 2.54
2.68, 3.48, 4.80, -820.45, 2.44
2.68, 3.46, 4.72, -543.38, 2.50
2.68, 3.45, 4.48, -363.15, 2.51
2.68, 3.43, 4.20, -255.55, 2.49
2.68, 3.41, 3.67, -177.54, 2.50
2.68, 3.39, 3.24, -121.05, 2.50
2.68, 3.37, 2.49, -94.15, 2.51
2.68, 3.35, 1.92, -86.08, 2.50
2.68, 3.33, 1.01, -61.87, 2.50
2.68, 3.31, 0.38, -51.11, 2.51
2.68, 3.29, -0.55, -53.80, 2.54
2.68, 3.28, -1.20, -48.42, 2.47
2.68, 3.26, -2.09, -37.66, 2.47
2.68, 3.24, -2.64, -45.73, 2.50
2.68, 3.22, -3.38, -43.04, 2.50
2.68, 3.20, -3.84, -34.97, 2.50
2.66, 3.18, -4.41, -37.66, 2.50
2.66, 3.16, -4.77, -43.04, 2.50
2.66, 3.14, -5.20, -34.97, 2.51
2.66, 3.12, -5.47, -34.97, 2.49
2.66, 3.10, -5.83, -45.73, 2.50
2.66, 3.08, -6.02, -34.97, 2.50
2.66, 3.06, -6.28, -34.97, 2.52
2.66, 3.04, -6.43, -43.04, 2.54
2.66, 3.03, -6.62, -37.66, 2.45
2.66, 3.01, -6.74, -32.28, 2.52
2.66, 2.99, -6.88, -40.35, 2.47
2.66, 2.97, -6.95, -40.35, 2.53
2.66, 2.95, -7.07, -29.59, 2.47
2.66, 2.93, -7.15, -40.35, 2.54
2.66, 2.91, -7.22, -40.35, 2.46
2.66, 2.89, -7.27, -32.28, 2.53
2.66, 2.87, -7.34, -34.97, 2.47
2.66, 2.85, -7.36, -45.73, 2.50
2.66, 2.83, -7.41, -29.59, 2.51
2.66, 2.81, -7.43, -34.97, 2.62
3.18, 2.79, -7.48, -43.04, 2.39
3.18, 2.77, -7.51, 2864.85, 2.47
3.18, 2.77, -7.51, 2746.49, 2.51
3.18, 2.78, -7.46, 1823.82, 2.52
3.18, 2.79, -7.27, 1170.15, 2.47
3.18, 2.80, -7.07, 753.20, 2.51
3.18, 2.82, -6.64, 486.89, 2.50
3.18, 2.83, -6.31, 317.42, 2.50
3.18, 2.85, -5.66, 212.51, 2.50
3.18, 2.87, -5.16, 153.33, 2.50
3.18, 2.89, -4.32, 115.67, 2.50
3.18, 2.91, -3.72, 78.01, 2.51
3.18, 2.93, -2.71, 59.18, 2.49
3.18, 2.95, -2.01, 56.49, 2.53
3.18, 2.96, -0.91, 40.35, 2.47
3.18, 2.98, -0.17, 29.59, 2.51
3.18, 3.00, 0.86, 34.97, 2.48
3.18, 3.02, 1.53, 32.28, 2.50
3.18, 3.04, 2.45, 21.52, 2.50
3.18, 3.06, 3.00, 24.21, 2.50
3.22, 3.08, 3.72, 32.28, 2.50
3.22, 3.10, 4.15, 21.52, 2.50
3.22, 3.12, 4.72, 24.21, 2.50
3.22, 3.14, 5.04, 29.59, 2.50
3.22, 3.16, 5.47, 24.21, 2.50
3.22, 3.17, 5.71, 8.07, 2.50
3.22, 3.20, 6.02, -443.85, 2.50
3.22, 3.21, 6.19, -936.12, 2.49
3.22, 3.22, 6.40, -1145.94, 2.54
3.22, 3.23, 6.50, -1105.59, 2.49
3.22, 3.23, 6.57, -938.81, 2.46
3.22, 3.23, 6.55, -675.19, 2.50
3.22, 3.23, 6.45, -433.09, 2.50
3.22, 3.23, 6.31, -177.54, 2.50
3.22, 3.23, 6.04, -34.97, 2.50
3.22, 3.23, 5.80, 75.32, 2.50
3.22, 3.22, 5.40, 123.74, 2.50
3.22, 3.22, 5.08, 145.26, 2.50
3.22, 3.22, 4.58, 88.77, 2.56
3.22, 3.22, 4.22, 91.46, 2.52
2.98, 3.22, 3.67, 80.70, 2.51
2.98, 3.22, 3.29, -1509.09, 2.44
2.98, 3.21, 2.73, -1390.73, 2.51
2.98, 3.20, 2.37, -949.57, 2.48
2.98, 3.19, 1.82, -629.46, 2.50
2.98, 3.17, 1.46, -414.26, 2.53
2.98, 3.15, 0.91, -277.07, 2.53
2.98, 3.14, 0.55, -196.37, 2.47
2.98, 3.12, 0.00, -150.64, 2.50
2.98, 3.10, -0.34, -110.29, 2.50
2.98, 3.08, -0.91, -78.01, 2.47
2.98, 3.06, -1.29, -69.94, 2.50
2.98, 3.04, -1.87, -64.56, 2.50
2.98, 3.02, -2.28, 21.52, 2.51
2.98, 3.01, -2.90, 548.76, 2.51
2.98, 2.99, -3.31, 1008.75, 2.48
2.98, 2.98, -3.86, 1170.15, 2.52
2.98, 2.97, -4.20, 1073.31, 2.50
2.98, 2.97, -4.58, 844.66, 2.48
2.98, 2.97, -4.77, 607.94, 2.50
2.91, 2.97, -4.92, 365.84, 2.50
2.91, 2.97, -4.94, -1562.89, 2.51
2.91, 2.96, -4.89, -1519.85, 2.49
2.91, 2.95, -4.80, -809.69, 2.50
2.91, 2.94, -4.65, -53.80, 2.50
2.91, 2.93, -4.56, 414.26, 2.50
2.91, 2.92, -4.36, 699.40, 2.50
2.91, 2.91, -4.22, 761.27, 2.53
2.91, 2.91, -3.98, 685.95, 2.47
2.91, 2.91, -3.81, 551.45, 2.52
2.91, 2.91, -3.55, 368.53, 2.48
2.91, 2.91, -3.38, 180.23, 2.50
2.91, 2.91, -3.14, 43.04, 2.50
2.91, 2.91, -2.97, -18.83, 2.51
2.91, 2.91, -2.78, -115.67, 2.49
2.91, 2.91, -2.66, -112.98, 2.50
2.91, 2.91, -2.47, -80.70, 2.50
2.91, 2.92, -2.30, -104.91, 2.51
2.91, 2.91, -2.04, -80.70, 2.50
2.91, 2.91, -1.87, -45.73, 2.50
2.70, 2.91, -1.58, 13.45, 2.49
2.70, 2.91, -1.39, -1484.88, 2.52
2.70, 2.91, -1.15, -1361.14, 2.49
2.70, 2.89, -1.03, -930.74, 2.50
2.70, 2.88, -0.94, -618.70, 2.52
2.70, 2.86, -0.94, -400.81, 2.50
2.70, 2.84, -1.01, -271.69, 2.48
2.70, 2.83, -1.13, -196.37, 2.49
2.70, 2.81, -1.37, -147.95, 2.52
2.70, 2.79, -1.58, -107.60, 2.54
2.70, 2.77, -1.94, -78.01, 2.48
2.70, 2.75, -2.23, -72.63, 2.47
2.70, 2.73, -2.69, 274.38, 2.47
2.70, 2.71, -3.00, 807.00, 2.51
2.70, 2.70, -3.50, 1108.28, 2.51
2.70, 2.69, -3.84, 1140.56, 2.46
2.70, 2.69, -4.27, 952.26, 2.50
2.70, 2.69, -4.48, 742.44, 2.50
2.70, 2.69, -4.70, 470.75, 2.50
2.70, 2.69, -4.77, 255.55, 2.55
3.08, 2.69, -4.77, 48.42, 2.51
3.08, 2.70, -4.70, 1285.82, 2.54
3.08, 2.70, -4.48, 1178.22, 2.43
3.08, 2.72, -4.27, 782.79, 2.50
3.08, 2.73, -3.84, 513.79, 2.48
3.08, 2.75, -3.48, 341.63, 2.50
3.08, 2.77, -2.81, 234.03, 2.53
3.08, 2.78, -2.33, 164.09, 2.45
3.08, 2.80, -1.53, 107.60, 2.50
3.08, 2.82, -0.98, 80.70, 2.51
3.08, 2.84, -0.14, 72.63, 2.50
3.08, 2.86, 0.38, 53.80, 2.51
3.08, 2.88, 1.18, 37.66, 2.51
3.08, 2.90, 1.70, 37.66, 2.49
3.08, 2.92, 2.45, 37.66, 2.49
3.08, 2.94, 2.95, 24.21, 2.50
3.08, 2.96, 3.62, 29.59, 2.49
3.08, 2.97, 4.03, 32.28, 2.50
3.08, 3.00, 4.58, 26.90, 2.50
3.08, 3.01, 4.92, 24.21, 2.50
2.65, 3.03, 5.35, 29.59, 2.50
2.65, 3.05, 5.59, -2875.61, 2.49
2.65, 3.05, 5.90, -2743.80, 2.54
2.65, 3.05, 6.02, -1837.27, 2.46
2.65, 3.04, 6.09, -1188.98, 2.50
2.65, 3.03, 6.02, -785.48, 2.53
2.65, 3.01, 5.78, -513.79, 2.50
2.65, 2.99, 5.52, -336.25, 2.47
2.65, 2.98, 4.99, -231.34, 2.52
2.65, 2.96, 4.56, -172.16, 2.53
2.65, 2.94, 3.81, -129.12, 2.45
2.65, 2.92, 3.26, -86.08, 2.50
2.65, 2.90, 2.35, -72.63, 2.50
2.65, 2.88, 1.70, -69.94, 2.50
2.65, 2.86, 0.65, -53.80, 2.50
2.65, 2.84, -0.02, -45.73, 2.53
2.65, 2.83, -1.06, -51.11, 2.47
2.65, 2.80, -1.70, -45.73, 2.51
2.65, 2.78, -2.59, -34.97, 2.50
2.65, 2.77, -3.12, -40.35, 2.52
3.17, 2.74, -3.84, -43.04, 2.48
3.17, 2.73, -4.24, 2862.16, 2.51
3.17, 2.73, -4.77, 2722.28, 2.49
3.17, 2.73, -5.04, 1794.23, 2.54
